collection_name,timestamp,target_name,target_type,metric_name,metric_column,value
ejb_cache_metrics,2025-12-25T14:47:08.928+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_cache,ejbCacheHit.percentage,0
ejb_cache_metrics,2025-12-25T14:47:08.928+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_cache,ejbCachePassivation.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolAccess.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolUsed.active,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolDestroy.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolFailed.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolAccessSuccess.percentage,0
deployment_ejb_pool_metrics,2025-12-25T14:43:57.535+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/jvmdengine(13.5.1.0.0),j2ee_application,deployment_app_ejb_pool,ejbPoolAvailable.active,1
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCacheActivation.throughput,0
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCacheAccess.throughput,0
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCache.active,0
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCacheMiss.throughput,0
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCacheHit.percentage,0
deployment_ejb_cache_metrics,2025-12-25T14:47:09.229+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_cache,ejbCachePassivation.throughput,0
jms_metric,2025-12-25T14:43:58.066+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jms,connections.active,0
jms_metric,2025-12-25T14:43:58.066+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jms,servers.active,0
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_taskclass,Short Running
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_throughput,18
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_workers,1
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_waiting,0
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_processing,31
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,repo_duration,2
Repo_Collection_Performance_met,2025-12-25T14:47:22.469+05:30,Management Services and Repository,oracle_emrep,Repo_Collection_Performance_met,est_time_repcolls_clear,0
COH_NODE_NodeStatusColl,2025-12-25T14:44:08.937+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/EMGC_ADMINSERVER/midev2server,oracle_coherence_node,COH_NODE_NodeStatus,Status,1
system_response_time_per_call_10i,2025-12-25T14:47:24.793+05:30,mitestdb,oracle_database,system_response_time_per_call,time_cs,0.5485276499975187
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,user_wait_time_pct,95.51823067446077
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,host_cpu_usage_pct,4.64482436848409
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,user_cpu_time_cnt,0.047
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,userio_wait_cnt,0.005
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,other_wait_cnt,0.998
wait_bottlenecks_10i,2025-12-25T14:44:16.749+05:30,mitestdb,oracle_database,wait_bottlenecks,avg_user_cpu_time_pct,0.588
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,module,oracle.sysman.core.event.console.uimodel.am.AppModuleAMLocal
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,availableInstances,0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,avgCreationTime,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceCheckedIn.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceCheckedOut.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceCheckedOutFailed.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceCount,1
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceCreated.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceRemoved.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,instanceReused.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,refInstanceRecycled.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,request.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,stateActivated.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,statePassivated.throughput,0.0
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,ampool,unrefInstanceRecycled.throughput,0.0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pgacachehit_pct,99.57
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,bufcachehit_pct,99.71
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,inmem_sort_pct,100
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,redologalloc_hit_pct,100
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,cursorcachehit_pct,221.796
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,cpuusage_ps,4.731
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,cpuusage_pt,2.374
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pxdwngrd25_ps,0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pxdwngrd50_ps,0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pxdwngrd75_ps,0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pxdwngrdserial_ps,0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,pxdwngrdserial_pt,0
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,cpu_time_pct,4.484
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,response_time_pt,52.93
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,dictionaryhit_pct,99.878
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,libcache_hit_pct,99.859
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,libcache_miss_pct,0.141
instance_efficiency_10i,2025-12-25T14:44:23.411+05:30,mitestdb,oracle_database,instance_efficiency,dictionarymiss_pct,0.122
j2ee_adf_collection,2025-12-25T14:47:31.592+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/emgc,j2ee_application,adfc_taskflow_request_proc_time,avgTime,0.0
Response,2025-12-25T14:44:32.417+05:30,midev2server:4889_Management_Service_PBS,oracle_oms_pbs,Response,Status,1
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,Name,"""oracle.mds.localcache.scope:oracle.mds.localcache.scopeORA-MDS-local-cache_ADFApplication_wsm-pm_2_1663619914"""
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestTotalCountDelta,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestPendingCount,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestPendingDuration,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestTimeoutCountDelta,
