collection_name,timestamp,target_name,target_type,metric_name,metric_column,value
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskCountDelta,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskBacklog,0
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskTimeoutCountDelta,0
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskHungCount,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestAverageDuration,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,RequestMaxDuration,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskAverageDuration,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskHungDuration,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,TaskMaxBacklog,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,NoOfNodes,1
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServiceReportAgg,StorageEnabledCount,0
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PageSizeInBytes,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,AvailRmemPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,DesFreePages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,DesScanPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,EContigPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,FastScanPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,FreeMemPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,KernelBasePages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,LotsFreePages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,MinFreePages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,NAllocPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,NAllocCallsPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,NFreePages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,NFreeCallsPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,NScanPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PagesFree,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PagesLocked,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PagesTotal,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PhysMemPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,PPKernelPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,SlowScanPages,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,SnapTime,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,ZfsArcstatSizeInMB,
oracle_si_kernel_memory_perf,2025-12-25T14:44:56.877+05:30,midev2server,host,KernelMemoryUsage,KernelMemoryInMB,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,Name,"""oracle.mds.localcache.scope:oracle.mds.localcache.scopeORA-MDS-local-cache_ADFApplication_wsm-pm_2_1663619914"""
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,PartitionsEndangered,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,PartitionsUnbalanced,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,PartitionsVulnerable,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,ThreadAbandonedCountAgg,0
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,ThreadAverageActiveCount,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,ThreadIdleCount,
COH_ServiceAggColl,2025-12-25T14:47:36.250+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster,oracle_coherence,COH_ServicePerfAgg,ThreadCount,0
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatReadInMB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMissInKB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMissPct,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatDmissInKB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatDmissPct,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatPmissInKB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatPmissPct,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMmissInKB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMmissPct,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMetadataInMB,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatMetadataPct,
oracle_si_zfs_arc_cache_usage,2025-12-25T14:44:56.903+05:30,midev2server,host,ZfsArcCacheUsage,ZfsArcstatSizeInMB,
MDS_REPOSITORY_ROLLUP,2025-12-25T14:47:36.289+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/mds-owsm,metadata_repository,MDS_REPOSITORY_ROLLUP,readDocument.throughput,0.0
MDS_REPOSITORY_ROLLUP,2025-12-25T14:47:36.289+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/mds-owsm,metadata_repository,MDS_REPOSITORY_ROLLUP,readDocument.time,0.0
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmId,-1
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmKey,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmgroup,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmowner,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmperms,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmatime,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmcgroup,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmcpid,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmcreator,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmctime,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmdtime,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmlpid,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmnattachprocess,
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmsegsz,8070
oracle_si_ipcs_perf,2025-12-25T14:44:56.920+05:30,midev2server,host,IpcsSharedMemory,shmzone,
java_metrics,2025-12-25T14:47:36.336+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_runtime,uptime.value,9077311749
java_metrics,2025-12-25T14:47:36.336+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_runtime,vmName.value,Java HotSpot(TM) 64-Bit Server VM
java_metrics,2025-12-25T14:47:36.336+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_runtime,vmVersion.value,25.261-b12
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,Identifier,/
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,FreeSpaceInBytes,125895307264
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,UsedSpaceInBytes,82166358016
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,AvailableSpaceInBytes,208061665280
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,AllocatedSpaceInBytes,
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,ReadOpsPerSec,
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,WriteOpsPerSec,
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,ReadBytesPerSec,
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,WriteBytesPerSec,
oracle_si_filesystem_stats,2025-12-25T14:44:57.751+05:30,midev2server,host,FilesystemStatistics,SpaceUtilPct,39.491
java_metrics,2025-12-25T14:47:36.336+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_class_loading,loaded.value,45669
oracle_si_lvm_perf,2025-12-25T14:44:57.765+05:30,midev2server,host,LVMSummaryStatistics,Identifier,centos
oracle_si_lvm_perf,2025-12-25T14:44:57.765+05:30,midev2server,host,LVMSummaryStatistics,Status,
oracle_si_lvm_perf,2025-12-25T14:44:57.765+05:30,midev2server,host,LVMSummaryStatistics,FreeSizeInBytes,4194304
oracle_si_lvm_perf,2025-12-25T14:44:57.765+05:30,midev2server,host,LVMSummaryStatistics,Description,
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,heapUsed.value,516.7
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,heapUsedPercentage.value,53
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,jdkVendor.value,Oracle Corporation
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,jdkVersion.value,1.8.0_261
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,cpuUsage.percentage,0.197
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,daemonThreads.active,130
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,threads.active,134
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,nurserySize.value,
jvm_metric,2025-12-25T14:47:36.375+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm,heapFree.value,458.206
oracle_si_lvm_ext_perf,2025-12-25T14:45:00.948+05:30,midev2server,host,LVMExtendedSummaryStatistics,Identifier,centos
oracle_si_lvm_ext_perf,2025-12-25T14:45:00.948+05:30,midev2server,host,LVMExtendedSummaryStatistics,NumAllocatedPhysicalExtents,230401
oracle_si_lvm_ext_perf,2025-12-25T14:45:00.948+05:30,midev2server,host,LVMExtendedSummaryStatistics,StrgUtilization,-4.194303E+8
server_health_metric,2025-12-25T14:47:36.464+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_health,healthState.value,HEALTH_OK
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,CpuId,0
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,idleTimePct,84.42
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,SystemTimePct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,UserTimePct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,UsageCap,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,UsageCapPct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,InterruptsPerSecond,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,ContextSwitchesPerSecond,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,SoftInterruptsTimePct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,HardInterruptsPct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,HypervisorWaitPct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,IOWaitPct,
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,NewCpuUsage,cpuUtil,15.58
oracle_si_cpu_perf,2025-12-25T14:44:57.754+05:30,midev2server,host,CPUUsageSummary,OverAllUsagePct,15.02
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InterfaceName,eno1
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InOctets,1241512094553
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InPackets,1083595685
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InErrors,77
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InDrops,706
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InOverruns,42
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InFrame,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutOctets,203443666016
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutPackets,754543826
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutErrors,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutDrops,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutOverruns,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutCarrier,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,Collisions,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,State,UP
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,Status,RUNNING
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,StateIsUp,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,StateWasUp,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InOctetsRate,24619.481
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutOctetsRate,14173.556
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,CollectionIntervalInPackets,221525
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,CollectionIntervalOutPackets,203417
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,CollectionIntervalInPacketDrops,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,CollectionIntervalOutPacketDrops,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,PercentageCollectionIntervalInPacketDrops,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,PercentageCollectionIntervalOutPacketDrops,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,InPacketDropRate,0
oracle_si_net_ifc_perf,2025-12-25T14:47:36.517+05:30,midev2server,host,NetworkInterfacePerformance,OutPacketDropRate,0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,IOsPerMOGet.rate,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,IOsPerDocumentGet.rate,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,IOsPerMOContentGet.rate,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,getMetadataObject.throughput,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,getMetadataObject.time,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,MetadataUpdate.throughput,0.0
mds_j2ee_application_rollup,2025-12-25T14:45:07.389+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1/empbs,j2ee_application,mds_j2ee_application_rollup,MetadataUpdate.time,0.0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolAccess.throughput,0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolUsed.active,0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolDestroy.throughput,0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolFailed.throughput,0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolAccessSuccess.percentage,0
ejb_pool_metrics,2025-12-25T14:47:36.547+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_pool,ejbPoolAvailable.active,0
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,Name,ParNew
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,count.value,61953
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,time.value,10428638
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,oldHeapSizeAfterGcInMB,259
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,oldHeapPercentFreeAfterGc,62
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,invocationsPerMin,0.467
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,msecsPerInvocation,23.143
jvm_garbage_collectors_metric,2025-12-25T14:45:08.442+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,jvm_garbage_collectors,percentTimeInGc,0.018
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolAccess.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolUsed.active,0
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolDestroy.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolFailed.throughput,0
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolAccessSuccess.percentage,0
deployment_ejb_pool_metrics,2025-12-25T14:47:36.559+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_pool,ejbPoolAvailable.active,0
ejb_transaction_metrics,2025-12-25T14:45:08.491+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_transaction,ejbTransactionCommit.throughput,0
ejb_transaction_metrics,2025-12-25T14:45:08.491+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_transaction,ejbTransactionRollback.throughput,0
ejb_transaction_metrics,2025-12-25T14:45:08.491+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_transaction,ejbTransactionTimeout.throughput,0
ejb_transaction_metrics,2025-12-25T14:45:08.491+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER,weblogic_j2eeserver,server_ejb_transaction,ejbTransactionCommit.percentage,0
COH_NODE_NodeStatusColl,2025-12-25T14:48:08.938+05:30,/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/EMGC_ADMINSERVER/midev2server,oracle_coherence_node,COH_NODE_NodeStatus,Status,1
deployment_ejb_transaction_metrics,2025-12-25T14:45:08.502+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_transaction,ejbTransactionCommit.throughput,0
deployment_ejb_transaction_metrics,2025-12-25T14:45:08.502+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_transaction,ejbTransactionRollback.throughput,0
deployment_ejb_transaction_metrics,2025-12-25T14:45:08.502+05:30,/EMGC_GCDomain/GCDomain/EMGC_ADMINSERVER/opss-rest,j2ee_application,deployment_app_ejb_transaction,ejbTransactionTimeout.throughput,0
