collection_name,timestamp,target_name,target_type,metric_name,metric_column,value
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,TotalUnits,
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,UnitFactor,1
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,TotalCacheObjects,0
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,TotalMemoryBytes,
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,TotalMemoryMB,
COH_CACHE_CacheSizeColl,2025-12-29T11:13:32.006+05:30,"/EMGC_GCDomain/GCDomain/defaultCoherenceCluster/""oracle.wls.internal.wsm:LocalCache""/oracle.wls.internal.wsm.cache.local.sts",oracle_coherence_cache,COH_CACHE_CacheSize,AvgObjectSize,
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,heapUsed.value,758.208
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,heapUsedPercentage.value,46
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,jdkVendor.value,Oracle Corporation
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,jdkVersion.value,1.8.0_261
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,cpuUsage.percentage,0.472
jvm_metric,2025-12-29T11:13:36.642+05:30,/EMGC_GCDomain/GCDomain/EMGC_OMS1,weblogic_j2eeserver,jvm,daemonThreads.active,270
